organism,kingdom,phylum,class,order,family,genus,species,kingdom_id,phylum_id,class_id,order_id,family_id,genus_id,species_id
Ramularia monilioides,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ovularia,Ovularia monilioides,5,95,183,1262,4797,2556643,6352250
Ramularia montana,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Passalora,Passalora montana,5,95,183,1262,4797,9624081,2624616
Ramularia myosotidis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia myosotidis,5,95,183,1262,4797,2513169,5263579
Ramularia napelli,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,NA,5,95,183,1262,4797,2513169,NA
Ramularia narkandensis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Phacellium,Phacellium narkandense,5,95,183,1262,4797,9482983,3503174
Ramularia nivosa,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia nivosa,5,95,183,1262,4797,2513169,5263717
Ramularia nodosa,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia nodosa,5,95,183,1262,4797,2513169,5503930
Ramularia nymphaeae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia nymphaeae,5,95,183,1262,4797,2513169,5503220
Ramularia obovata,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ovularia,Ovularia obliqua,5,95,183,1262,4797,2556643,2621727
Ramularia obtusispora,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Neonectria,Neonectria obtusispora,5,95,320,1290,4152,2563867,7636936
Ramularia occidentalis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia occidentalis,5,95,183,1262,4797,2513169,5263736
Ramularia ochracea,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia ochracea,5,95,183,1262,4797,2513169,5503979
Ramularia olida,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria,Thelonectria olida,5,95,320,1290,4152,8258421,7755892
Ramularia onobrychidis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia onobrychidis,5,95,183,1262,4797,2513169,5263555
Ramularia onopordi,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia cynarae,5,95,183,1262,4797,2513169,5263659
Ramularia onosmatis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia onosmatis,5,95,183,1262,4797,2513169,5503396
Ramularia oreophila,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia oreophila,5,95,183,1262,4797,2513169,5263554
Ramularia origanicola,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia origanicola,5,95,183,1262,4797,2513169,5503398
Ramularia orogeniae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora orogeniae,5,95,183,1262,4797,2589681,3502091
Ramularia oryzae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycovellosiella,Mycovellosiella oryzae,5,95,183,1262,4797,2618207,2621326
Ramularia osmorrhizae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia osmorhizae,5,95,183,1262,4797,2513169,7501727
Ramularia ovata,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia ovata,5,95,183,1262,4797,2513169,5263683
Ramularia ovularioides,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia ovularioides,5,95,183,1262,4797,2513169,5503750
Ramularia oxalidis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia oxalidis,5,95,183,1262,4797,2513169,5503640
Ramularia oxyriae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercosporella,Pseudocercosporella oxyriae,5,95,183,1262,4797,2584093,2620814
Ramularia oxyriae-digynae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia oxyriae-digynae,5,95,183,1262,4797,2513169,5503205
Ramularia pachysandrae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia pachysandrae,5,95,183,1262,4797,2513169,5503317
Ramularia parietariae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia parietariae,5,95,183,1262,4797,2513169,5263700
Ramularia paspali,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia paspali,5,95,183,1262,4797,2513169,5503405
Ramularia pastinacae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia pastinacae,5,95,183,1262,4797,2513169,5263468
Ramularia peckii,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia peckii,5,95,183,1262,4797,2513169,5503210
Ramularia peltigericola,Fungi,Ascomycota,NA,NA,NA,Hawksworthiana,Hawksworthiana peltigericola,5,95,NA,NA,NA,2589742,2589743
Ramularia periplocae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia periplocae,5,95,183,1262,4797,2513169,5503601
Ramularia petrakiana,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia petrakiana,5,95,183,1262,4797,2513169,5503479
Ramularia phaceliae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia phaceliae,5,95,183,1262,4797,2513169,5503744
Ramularia phaseoli,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycovellosiella,Mycovellosiella phaseoli,5,95,183,1262,4797,2618207,2621358
Ramularia phaseolina,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia phaseolina,5,95,183,1262,4797,2513169,5503197
Ramularia philadelphi,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia philadelphi,5,95,183,1262,4797,2513169,5503824
Ramularia phlogis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia phlogis,5,95,183,1262,4797,2513169,5503539
Ramularia phragmitis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia phragmitis,5,95,183,1262,4797,2513169,5503663
Ramularia phyteumatis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia macrospora,5,95,183,1262,4797,2513169,5263694
Ramularia picridis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia picridis,5,95,183,1262,4797,2513169,5263517
Ramularia pilophila,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Passalora,Passalora pilophila,5,95,183,1262,4797,9624081,3504218
Ramularia piperis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Passalora,Passalora piperis,5,95,183,1262,4797,9624081,3504047
Ramularia pitereka,Fungi,Basidiomycota,Exobasidiomycetes,Microstromatales,Quambalariaceae,Quambalaria,Quambalaria pitereka,5,34,151,1133,3261,2513157,2513166
Ramularia pivensis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia pivensis,5,95,183,1262,4797,2513169,5503893
Ramularia plantaginea,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia plantaginea,5,95,183,1262,4797,2513169,5503305
Ramularia plantaginis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia rhabdospora,5,95,183,1262,4797,2513169,5263652
Ramularia pleuropteri,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia pleuropteri,5,95,183,1262,4797,2513169,5503961
Ramularia poagena,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia poagena,5,95,183,1262,4797,2513169,5503972
Ramularia polemonii,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia polemonii,5,95,183,1262,4797,2513169,5503796
Ramularia polliniae,Fungi,Ascomycota,NA,NA,NA,Pleurovularia,Pleurovularia polliniae,5,95,NA,NA,NA,2587689,2587690
Ramularia polygalae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia polygalae,5,95,183,1262,4797,2513169,5503379
Ramularia polygoni,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia polygoni,5,95,183,1262,4797,2513169,5503619
Ramularia polygoni-alpini,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia polygoni-alpini,5,95,183,1262,4797,2513169,5503366
Ramularia pratensis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia pratensis,5,95,183,1262,4797,2513169,5263585
Ramularia primulae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia primulae,5,95,183,1262,4797,2513169,5263705
Ramularia primulana,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia primulana,5,95,183,1262,4797,2513169,5263507
Ramularia pseudogeranii,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia pseudogeranii,5,95,183,1262,4797,2513169,5503857
Ramularia pseudolotophaga,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia pseudolotophaga,5,95,183,1262,4797,2513169,5503383
Ramularia pseudorubella,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia pseudorubella,5,95,183,1262,4797,2513169,5503801
Ramularia psoraleae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia psoraleae,5,95,183,1262,4797,2513169,5503513
Ramularia ptarmicae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercosporella,Cercosporella ptarmicae,5,95,183,1262,4797,2556898,3506851
Ramularia punctiformis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia punctiformis,5,95,183,1262,4797,2513169,7353061
Ramularia purpurascens,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia purpurascens,5,95,183,1262,4797,2513169,5263675
Ramularia pusilla,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia pusilla,5,95,183,1262,4797,2513169,5263647
Ramularia pygmaea,Fungi,Basidiomycota,Exobasidiomycetes,Entylomatales,Entylomataceae,Entyloma,Entyloma veronicae,5,34,151,1135,3267,2513048,2513694
Ramularia ramosa,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia ramosa,5,95,183,1262,4797,2513169,5503791
Ramularia ranoievichii,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia hieracii,5,95,183,1262,4797,2513169,5264068
Ramularia ranunculi,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia didyma,5,95,183,1262,4797,2513169,5251584
Ramularia ranunculi-montani,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia ranunculi-montani,5,95,183,1262,4797,2513169,5263577
Ramularia ranunculi-muricati,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia ranunculi-muricati,5,95,183,1262,4797,2513169,5503404
Ramularia rapunculoidis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia rapunculoidis,5,95,183,1262,4797,2513169,5503694
Ramularia reticulata,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia reticulata,5,95,183,1262,4797,2513169,5503841
Ramularia rhabdospora,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia rhabdospora,5,95,183,1262,4797,2513169,5263652
Ramularia rhaetica,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia rhaetica,5,95,183,1262,4797,2513169,5503867
Ramularia rhei,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia rhei,5,95,183,1262,4797,2513169,5263721
Ramularia rigidula,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia rigidula,5,95,183,1262,4797,2513169,5263697
Ramularia robiciana,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia robiciana,5,95,183,1262,4797,2513169,5503839
Ramularia robusta,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Ilyonectria,Ilyonectria robusta,5,95,320,1290,4152,8076903,8141799
Ramularia rollandii,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia rollandii,5,95,183,1262,4797,2513169,5263654
Ramularia rosea,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia rosea,5,95,183,1262,4797,2513169,5263602
Ramularia rubella,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia rubella,5,95,183,1262,4797,2513169,5263637
Ramularia rubicola,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia rubicola,5,95,183,1262,4797,2513169,5503390
Ramularia rubicunda,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia rubicunda,5,95,183,1262,4797,2513169,5264899
Ramularia rufibasis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Phacellium,Phacellium rufibasis,5,95,183,1262,4797,9482983,2621388
Ramularia rufomaculans,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia rufomaculans,5,95,183,1262,4797,2513169,5263710
Ramularia rumicis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia rumicis,5,95,183,1262,4797,2513169,5503436
Ramularia rumicis-crispi,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia rumicis-crispi,5,95,183,1262,4797,2513169,5503716
Ramularia rutae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium rutae,5,95,183,1262,3563987,2518208,2620636
Ramularia sabaudica,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia sabaudica,5,95,183,1262,4797,2513169,5263653
Ramularia sagittariae,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Plectosphaerellaceae,Spermosporina,Spermosporina sagittariae,5,95,320,1290,5729,2569170,3454786
Ramularia salicina,Fungi,Ascomycota,NA,NA,NA,Ramulaspera,Ramulaspera salicina,5,95,NA,NA,NA,2621404,2621383
Ramularia salviae-pratensis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia salviae-pratensis,5,95,183,1262,4797,2513169,5503185
Ramularia sambucina,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia sambucina,5,95,183,1262,4797,2513169,5263495
Ramularia sanguisorbicola,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia sanguisorbicola,5,95,183,1262,4797,2513169,5503636
Ramularia sardoa,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zasmidium,Zasmidium sardoum,5,95,183,1262,4797,2624681,7560547
Ramularia saururi,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Passalora,Passalora saururi,5,95,183,1262,4797,9624081,3503852
Ramularia saximontanensis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia saximontanensis,5,95,183,1262,4797,2513169,5503698
Ramularia schroeteri,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia schroeteri,5,95,183,1262,4797,2513169,5503356
Ramularia schulzeri,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia schulzeri,5,95,183,1262,4797,2513169,5263617
Ramularia schwarziana,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia schwarziana,5,95,183,1262,4797,2513169,5503381
Ramularia scirpi,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia scirpi,5,95,183,1262,4797,2513169,5503903
Ramularia scirpina,Fungi,Ascomycota,NA,NA,NA,Monodidymaria,Monodidymaria scirpina,5,95,NA,NA,NA,2589313,2589319
Ramularia scolopendrii,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia scolopendrii,5,95,183,1262,4797,2513169,5263726
Ramularia scopoliae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia scopoliae,5,95,183,1262,4797,2513169,5503255
Ramularia scrophulariae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia scrophulariae,5,95,183,1262,4797,2513169,5263658
Ramularia septata,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia septata,5,95,183,1262,4797,2513169,5263690
Ramularia serotina,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia serotina,5,95,183,1262,4797,2513169,7254890
Ramularia serratulina,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia serratulina,5,95,183,1262,4797,2513169,5503482
Ramularia sidae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycovellosiella,Mycovellosiella sidae,5,95,183,1262,4797,2618207,2624628
Ramularia sidalceae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia sidalceae,5,95,183,1262,4797,2513169,5503371
Ramularia sidarum,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Passalora,Passalora sidarum,5,95,183,1262,4797,9624081,2624627
Ramularia silenes-procumbentis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia silenes-procumbentis,5,95,183,1262,4797,2513169,5503454
Ramularia silenicola,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia silenicola,5,95,183,1262,4797,2513169,5503690
Ramularia simplex,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia simplex,5,95,183,1262,4797,2513169,5263519
Ramularia smilacinae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia smilacinae,5,95,183,1262,4797,2513169,5503777
Ramularia solenanthi,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia solenanthi,5,95,183,1262,4797,2513169,7747618
Ramularia solheimii,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia solheimii,5,95,183,1262,4797,2513169,5503825
Ramularia sonchi-oleracei,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Plectosphaerellaceae,Spermosporina,Spermosporina sonchi-oleracei,5,95,320,1290,5729,2569170,3454783
Ramularia sorbi,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia sorbi,5,95,183,1262,4797,2513169,5503533
Ramularia sparganii,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia sparganii,5,95,183,1262,4797,2513169,7442683
Ramularia sphaeroidea,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ovularia,Ovularia sphaeroidea,5,95,183,1262,4797,2556643,2621735
Ramularia spiraeae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia spiraeae,5,95,183,1262,4797,2513169,5263542
Ramularia spiraeae-arunci,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia spiraeae-arunci,5,95,183,1262,4797,2513169,7492317
Ramularia stachydis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia stachydis,5,95,183,1262,4797,2513169,5263618
Ramularia stachydis-alpinae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia stachydis-alpinae,5,95,183,1262,4797,2513169,5503646
Ramularia stachydis-germanicae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia stachydis-germanicae,5,95,183,1262,4797,2513169,5503679
Ramularia stachydis-palustris,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia stachydis-palustris,5,95,183,1262,4797,2513169,5503899
Ramularia stachyopsidis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia stachyopsidis,5,95,183,1262,4797,2513169,5503661
Ramularia subrufa,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora subrufa,5,95,183,1262,4797,2589681,3502467
Ramularia succisae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia succisae,5,95,183,1262,4797,2513169,5263581
Ramularia symphyti-tuberosi,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia asperifolii,5,95,183,1262,4797,2513169,5503682
Ramularia synthyridis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia synthyridis,5,95,183,1262,4797,2513169,5503767
Ramularia tanaceti,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia tanaceti,5,95,183,1262,4797,2513169,5263518
Ramularia tecta,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia tecta,5,95,183,1262,4797,2513169,5503983
Ramularia telekiae,Fungi,Ascomycota,NA,NA,NA,Neoovularia,Neoovularia caucasica,5,95,NA,NA,NA,2624679,3475309
Ramularia terrae-novae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia terrae-novae,5,95,183,1262,4797,2513169,5503898
Ramularia thalictri,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercosporella,Pseudocercosporella thalictri,5,95,183,1262,4797,2584093,3512753
Ramularia theicola,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia theicola,5,95,183,1262,4797,2513169,5263490
Ramularia thelypodii,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercosporella,Pseudocercosporella capsellae,5,95,183,1262,4797,2584093,2620776
